donnee;taxon;station;type;d15N_norm;d13C_norm
2103_BAET4_B0205.raw;BAET;B0205;bois;5.32921565686935;-33.4655474550661
2103_BAET5_B0205.raw;BAET;B0205;bois;5.86430955051431;-34.0238867263146
2103_HEPTA1_B0205.raw;HEPTA;B0205;bois;5.74668673442389;-33.1648433254362
2103_HEPTA2_B0205.raw;HEPTA;B0205;bois;6.17748428067808;-32.5840014968527
2103_HEPTA3_B0205.raw;HEPTA;B0205;bois;5.68644982621077;-31.7668208204901
2103_HEPTA4_B0205.raw;HEPTA;B0205;bois;6.21180812314906;-32.0083951982391
2103_HEPTA5_B0205.raw;HEPTA;B0205;bois;6.19034822222402;-31.9340729108416
2103_SIMU1_B0205.raw;SIMU;B0205;bois;5.4942269415805;-28.9035203082085
2103_SIMU2_B0205.raw;SIMU;B0205;bois;5.67610966089131;-29.2086295839756
2103_SIMU3_B0205.raw;SIMU;B0205;bois;5.55343217697691;-29.0670265479402
2103_SIMU4_B0205.raw;SIMU;B0205;bois;5.521815600166;-28.952439221475
2103_SIMU5_B0205.raw;SIMU;B0205;bois;5.46568139569815;-28.8100673832767
2103_RHYACO1_B0205.raw;RHYACO;B0205;bois;8.25448019310686;-27.7356274659311
2103_RHYACO2_B0205.raw;RHYACO;B0205;bois;7.96985681572928;-29.6449631145078
2103_RHYACO3_B0205.raw;RHYACO;B0205;bois;6.44306761385369;-29.6531664450259
2103_RHYACO4_B0205.raw;RHYACO;B0205;bois;6.25322411173609;-29.8728958860896
2103_PERL1_B0205.raw;PERL;B0205;bois;7.30025859610827;-28.5742736316084
2103_PERL2_B0205.raw;PERL;B0205;bois;7.45046237322464;-28.8665258970582
2103_PERL3_B0205.raw;PERL;B0205;bois;8.25485887129263;-28.2604984345925
2103_PERL4_B0205.raw;PERL;B0205;bois;7.47756774734875;-28.6068741325982
2103_PERL5_B0205.raw;PERL;B0205;bois;7.14696171644015;-29.9948286258947
